This file was created using the 202508 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Europe.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201808  ,-2.22  ,-1.60  ,-0.58  ,-4.23  ,-2.39  ,-1.04
201809  ,-1.57  ,-0.63   ,0.14  ,-0.00  ,-0.04   ,1.44
201810  ,-9.53  ,-8.89 ,-11.33  ,-8.55  ,-6.93  ,-9.69
201811  ,-2.09  ,-2.63  ,-2.69  ,-0.22   ,0.42  ,-3.79
201812  ,-6.42  ,-3.62  ,-4.29  ,-7.26  ,-3.65  ,-2.91
201901   ,8.03   ,6.03   ,6.29   ,8.22   ,6.01   ,5.50
201902   ,2.34   ,1.57   ,1.53   ,4.23   ,3.12   ,2.71
201903  ,-2.28  ,-0.34   ,0.27  ,-2.51   ,0.22   ,3.94
201904   ,5.92   ,3.61   ,3.40   ,7.76   ,3.77   ,1.50
201905  ,-7.26  ,-3.51  ,-0.23 ,-11.36  ,-5.30  ,-1.40
201906   ,3.92   ,3.27   ,3.46   ,6.78   ,6.12   ,6.34
201907  ,-4.70  ,-3.24  ,-1.93  ,-1.66  ,-3.04  ,-1.65
201908  ,-4.43  ,-2.33  ,-1.56  ,-4.34  ,-2.38  ,-0.64
201909   ,2.79   ,1.23   ,1.19   ,3.99   ,3.13   ,1.00
201910   ,4.28   ,4.36   ,4.28   ,4.36   ,4.07   ,1.93
201911   ,3.48   ,2.83   ,5.03   ,1.76   ,1.83   ,1.59
201912   ,5.81   ,6.19   ,8.32   ,3.54   ,3.92   ,4.35
202001  ,-3.92  ,-1.69  ,-0.68  ,-4.80  ,-2.00  ,-0.93
202002  ,-9.29  ,-7.96  ,-9.32  ,-9.04  ,-9.50  ,-7.48
202003 ,-22.03 ,-20.52 ,-18.19 ,-21.33 ,-14.22 ,-10.04
202004  ,13.42   ,9.86  ,11.85   ,3.72   ,6.79   ,7.34
202005   ,4.27   ,5.95   ,6.99   ,2.49   ,7.06   ,5.57
202006   ,2.75   ,1.97   ,4.50   ,4.34   ,3.77   ,4.09
202007   ,2.18   ,5.37  ,10.66   ,0.43   ,4.55   ,5.37
202008   ,7.39   ,5.70   ,9.48   ,5.94   ,4.92   ,3.92
202009  ,-4.97  ,-2.34  ,-0.97  ,-6.88  ,-1.82  ,-1.16
202010  ,-4.06  ,-3.71  ,-2.90  ,-4.48  ,-5.39  ,-4.31
202011  ,30.23  ,13.46  ,13.52  ,29.93  ,12.93   ,9.86
202012   ,8.45   ,8.09  ,11.78   ,5.06   ,4.84   ,5.99
202101  ,-0.76   ,0.51   ,2.15  ,-2.24  ,-1.70  ,-0.38
202102   ,7.27   ,3.11   ,3.20   ,6.56   ,0.37   ,1.58
202103   ,3.05   ,2.57   ,0.72   ,3.25   ,4.09   ,2.27
202104   ,4.96   ,6.22   ,8.19   ,4.82   ,5.56   ,4.92
202105   ,3.28   ,4.52   ,3.82   ,3.96   ,4.85   ,4.99
202106  ,-2.94  ,-3.06  ,-2.01   ,0.34  ,-2.61  ,-2.41
202107   ,0.52   ,2.80   ,3.28   ,1.25   ,1.88   ,3.64
202108   ,1.85   ,3.73   ,3.11   ,1.76   ,1.32   ,0.62
202109  ,-4.08  ,-4.32  ,-6.08  ,-6.49  ,-3.36  ,-5.67
202110   ,0.55   ,2.54   ,3.95   ,3.36   ,4.68   ,5.42
202111  ,-5.66  ,-5.16  ,-5.22  ,-4.15  ,-3.20  ,-5.51
202112   ,3.48   ,4.50   ,5.15   ,4.88   ,6.78   ,3.28
202201  ,-5.54  ,-5.03  ,-8.89  ,-2.02  ,-3.97  ,-8.85
202202  ,-4.48  ,-3.27  ,-3.19  ,-3.44  ,-3.00  ,-4.76
202203  ,-0.63   ,0.26   ,1.42  ,-4.69  ,-0.25   ,1.57
202204  ,-8.43  ,-5.28  ,-7.05  ,-7.20  ,-6.05  ,-4.51
202205   ,0.82   ,1.43   ,0.47   ,3.28   ,1.44   ,0.35
202206 ,-14.76 ,-10.04 ,-10.59 ,-12.00 ,-10.74  ,-8.24
202207   ,6.09   ,4.11   ,5.14   ,6.61   ,7.27   ,1.83
202208  ,-9.59  ,-6.01  ,-2.81  ,-9.95  ,-6.65  ,-4.17
202209 ,-14.88 ,-12.80 ,-10.25 ,-12.35  ,-8.08  ,-8.90
202210   ,6.78   ,5.69   ,6.57   ,8.57   ,7.16   ,6.16
202211  ,14.20   ,9.83   ,8.67  ,15.51  ,14.68  ,10.46
202212  ,-1.11   ,1.73   ,2.16  ,-2.13  ,-1.32   ,0.33
202301  ,10.64   ,6.05   ,5.02  ,11.02   ,9.91   ,6.12
202302  ,-2.73  ,-0.39   ,0.54  ,-0.90  ,-1.12  ,-1.06
202303  ,-1.89  ,-0.50  ,-0.25   ,2.37   ,4.58   ,1.16
202304   ,3.10   ,3.57   ,1.77   ,3.73   ,3.76   ,4.25
202305  ,-6.36  ,-4.04  ,-2.23  ,-5.54  ,-5.76  ,-4.66
202306   ,1.76   ,2.64   ,3.24   ,3.40   ,4.23   ,5.90
202307   ,4.48   ,2.72   ,3.08   ,5.35   ,2.61   ,1.60
202308  ,-4.92  ,-3.86  ,-4.13  ,-5.36  ,-3.73  ,-3.76
202309  ,-6.48  ,-5.49  ,-5.37  ,-4.82  ,-2.87  ,-5.85
202310  ,-6.92  ,-4.92  ,-5.28  ,-4.04  ,-3.85  ,-3.15
202311  ,10.39   ,9.12   ,9.93   ,8.58   ,8.81  ,11.86
202312  ,11.04   ,7.19   ,6.55   ,6.53   ,5.94   ,3.38
202401  ,-4.56  ,-1.63  ,-0.29  ,-2.20  ,-0.75   ,0.07
202402  ,-2.20  ,-0.58   ,0.89   ,0.62   ,1.09   ,4.23
202403   ,2.72   ,3.19   ,2.89   ,3.64   ,3.32   ,4.23
202404  ,-1.71  ,-0.52  ,-0.54  ,-0.85  ,-1.69  ,-3.85
202405   ,8.27   ,6.61   ,7.54   ,4.00   ,4.86   ,6.59
202406  ,-6.36  ,-3.99  ,-2.88  ,-3.96  ,-2.25  ,-2.20
202407   ,3.37   ,4.22   ,4.73   ,2.83   ,2.33   ,0.54
202408   ,0.31   ,2.47   ,1.49   ,3.39   ,4.05   ,3.67
202409   ,0.10   ,1.32   ,0.73   ,1.52   ,1.06  ,-0.00
202410  ,-6.48  ,-5.19  ,-6.37  ,-8.12  ,-4.75  ,-4.59
202411  ,-4.04  ,-1.77  ,-1.61  ,-4.23  ,-1.32  ,-0.65
202412  ,-0.62  ,-1.13  ,-0.81  ,-1.13  ,-3.04  ,-2.06
202501   ,3.23   ,2.85   ,2.42   ,5.38   ,6.83   ,7.44
202502   ,0.09   ,1.66   ,1.20   ,2.18   ,3.35   ,4.22
202503   ,0.87   ,2.17   ,2.17  ,-3.28   ,2.18   ,1.13
202504   ,5.15   ,6.17   ,6.72   ,1.99   ,4.64   ,5.91
202505   ,6.82   ,5.43   ,6.57   ,4.21   ,4.58   ,5.99
202506   ,5.26   ,5.20   ,5.36   ,2.76   ,2.61   ,3.33
202507  ,-1.83  ,-1.56  ,-0.86  ,-3.67  ,-2.92  ,-0.42
202508   ,2.69   ,3.07   ,2.70   ,5.15   ,2.42   ,3.18



  Average Equal Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011  ,-3.23  ,-2.28  ,-2.00  ,-2.44  ,-0.55  ,-1.70
199012  ,-1.52  ,-0.60  ,-0.20  ,-0.30  ,-0.07  ,-0.56
199101  ,-2.26  ,-2.55  ,-1.48   ,2.47   ,0.06  ,-0.19
199102  ,12.97   ,6.22   ,4.62  ,14.51   ,8.71   ,5.01
199103  ,-1.34  ,-3.90  ,-4.26  ,-5.32  ,-6.59  ,-6.41
199104  ,-1.85  ,-0.00   ,1.02  ,-1.80  ,-1.07  ,-1.02
199105  ,-3.81  ,-2.13  ,-0.92   ,1.04   ,0.83  ,-0.52
199106  ,-7.93  ,-5.75  ,-5.59  ,-6.36  ,-6.71  ,-6.13
199107   ,1.83   ,3.27   ,4.89   ,2.05   ,4.21   ,6.87
199108   ,0.07   ,0.39   ,3.74   ,0.81   ,0.93   ,2.84
199109   ,6.31   ,5.99   ,9.47   ,1.38   ,2.85   ,5.22
199110  ,-3.50  ,-2.71  ,-0.35  ,-4.04  ,-3.04  ,-1.88
199111  ,-1.12  ,-0.81   ,0.47  ,-2.87  ,-2.19  ,-2.09
199112   ,2.99   ,3.90   ,4.18   ,3.84   ,5.42   ,5.19
199201  ,-2.85  ,-2.01  ,-1.31   ,0.25   ,1.11   ,2.48
199202  ,-1.30   ,0.29   ,0.73  ,-1.10  ,-0.18   ,0.44
199203  ,-3.76  ,-2.14  ,-2.25  ,-2.62  ,-3.06  ,-2.52
199204   ,4.88   ,3.41   ,6.02   ,3.27   ,3.92   ,6.10
199205   ,6.08   ,6.12   ,7.39   ,3.97   ,4.93   ,4.67
199206  ,-1.30   ,1.68   ,1.94  ,-3.13   ,0.33  ,-0.44
199207  ,-5.90  ,-4.27  ,-4.68  ,-7.62  ,-3.86  ,-4.25
199208  ,-2.72   ,0.13   ,0.06  ,-4.06  ,-1.11   ,0.66
199209  ,-8.41  ,-5.50  ,-6.12  ,-8.73  ,-3.74  ,-1.90
199210  ,-8.50 ,-10.67 ,-10.61  ,-1.55  ,-8.36  ,-9.08
199211  ,-1.73  ,-3.79  ,-1.77  ,-0.38  ,-1.33  ,-1.88
199212   ,0.81   ,0.79   ,1.77  ,-0.64   ,1.63   ,1.85
199301   ,7.15   ,3.38   ,5.04   ,6.48   ,1.66   ,1.40
199302   ,2.04   ,0.54   ,0.94   ,1.77   ,1.85   ,0.84
199303   ,6.86   ,7.24   ,9.31   ,4.16   ,5.00   ,8.14
199304   ,7.18   ,5.04   ,6.51   ,5.92   ,3.26   ,2.71
199305   ,3.11   ,1.47   ,2.63   ,1.89   ,0.50   ,1.51
199306  ,-5.26  ,-4.35  ,-3.18  ,-5.28  ,-3.83  ,-2.38
199307   ,2.07   ,0.12   ,1.19   ,2.18   ,1.40   ,1.82
199308  ,10.10   ,9.03   ,9.05   ,9.90   ,9.73   ,8.68
199309   ,1.34   ,1.87   ,3.44  ,-1.39  ,-0.58  ,-0.46
199310  ,-1.12   ,0.79   ,2.43   ,1.29   ,2.59   ,2.56
199311  ,-0.38  ,-0.52   ,0.25  ,-2.56  ,-1.64  ,-2.68
199312   ,5.25   ,5.56   ,6.79   ,7.68   ,7.27   ,7.95
199401  ,13.21  ,12.36  ,15.85   ,9.00   ,7.28  ,11.04
199402   ,2.49   ,1.76   ,1.96  ,-1.28  ,-1.96  ,-3.07
199403   ,0.83   ,0.46  ,-2.70   ,1.33  ,-1.23  ,-2.61
199404   ,3.94   ,4.04   ,4.12   ,4.13   ,4.91   ,4.79
199405  ,-1.65  ,-1.37  ,-2.10  ,-2.99  ,-4.02  ,-3.33
199406   ,0.01  ,-0.22  ,-1.66  ,-0.75  ,-1.04  ,-1.78
199407   ,0.90   ,1.25   ,2.31   ,4.18   ,4.53   ,4.41
199408   ,1.40   ,1.62   ,1.33   ,1.71   ,1.49   ,0.27
199409   ,0.21   ,0.44   ,0.48  ,-3.23  ,-2.94  ,-1.92
199410   ,0.72   ,1.09   ,1.62   ,2.38   ,2.86   ,2.30
199411  ,-4.42  ,-4.89  ,-4.21  ,-3.51  ,-4.54  ,-5.00
199412   ,0.43   ,1.18   ,1.65   ,0.57   ,0.67   ,0.76
199501  ,-0.21   ,0.76   ,1.47  ,-2.80  ,-0.49  ,-0.20
199502   ,0.21   ,1.55   ,2.78   ,1.61   ,1.77   ,3.18
199503   ,0.62   ,2.73   ,3.64   ,3.35   ,2.49   ,0.61
199504   ,0.41   ,0.15   ,1.15   ,3.72   ,2.69   ,3.98
199505   ,2.39   ,1.51   ,1.04   ,2.33   ,2.21   ,2.14
199506   ,0.31   ,1.93   ,3.36  ,-0.57   ,1.45   ,2.94
199507   ,2.56   ,2.04   ,3.76   ,3.61   ,4.10   ,4.21
199508  ,-2.51  ,-2.98  ,-0.73  ,-3.99  ,-4.32  ,-3.28
199509   ,0.46   ,3.08   ,4.70  ,-0.84   ,2.17   ,5.27
199510  ,-2.12  ,-0.03   ,1.53  ,-3.66  ,-1.37   ,0.20
199511  ,-3.64  ,-2.11  ,-0.92  ,-2.71  ,-1.45  ,-0.04
199512   ,1.39   ,0.88   ,1.69   ,2.23   ,2.84   ,2.00
199601   ,0.15  ,-0.64   ,1.78   ,2.67   ,0.78  ,-0.07
199602   ,3.20   ,3.22   ,5.73   ,3.23   ,3.13   ,4.22
199603   ,0.62   ,2.20   ,3.13  ,-0.01   ,1.17   ,2.92
199604   ,0.88   ,0.87   ,2.43   ,1.45   ,2.35   ,2.56
199605   ,3.10   ,3.44   ,5.56   ,2.19   ,2.07   ,2.72
199606  ,-0.44   ,1.11   ,1.27  ,-0.54   ,0.22   ,0.75
199607   ,0.53  ,-0.19  ,-0.18  ,-1.10  ,-1.51  ,-2.62
199608   ,0.76   ,1.65   ,3.52   ,0.85   ,2.83   ,3.22
199609  ,-2.02  ,-0.36   ,0.39  ,-0.27   ,0.57   ,1.25
199610   ,0.40   ,2.66   ,4.10   ,0.14   ,2.02   ,3.54
199611   ,1.33   ,2.53   ,3.59   ,4.15   ,2.81   ,4.00
199612   ,1.52   ,2.19   ,3.35   ,2.17   ,3.21   ,3.15
199701   ,0.23  ,-0.00   ,2.23   ,1.38  ,-0.33   ,1.47
199702   ,2.13   ,2.15   ,3.59   ,0.06   ,1.66   ,0.67
199703   ,1.44   ,1.15   ,1.93   ,2.69   ,1.70   ,1.94
199704  ,-1.69  ,-1.44  ,-0.95  ,-2.08  ,-1.42  ,-1.08
199705   ,2.49   ,3.35   ,3.47   ,1.78   ,4.06   ,5.31
199706  ,-0.20   ,1.33   ,0.70   ,2.47   ,3.30   ,3.58
199707  ,-2.79  ,-1.69  ,-1.01   ,1.36   ,1.00   ,4.80
199708   ,1.62  ,-0.02   ,0.46  ,-1.52  ,-3.00  ,-2.85
199709   ,4.98   ,4.64   ,7.96   ,6.58   ,8.15   ,9.71
199710   ,0.30   ,0.10  ,-0.86  ,-2.41  ,-3.84  ,-4.12
199711  ,-1.89  ,-1.30   ,0.11   ,0.38   ,0.19   ,0.52
199712  ,-1.84  ,-0.42   ,0.04   ,0.33   ,1.92   ,3.75
199801   ,1.28   ,2.61   ,3.17   ,1.38   ,3.31   ,5.38
199802   ,4.86   ,5.69   ,8.41   ,6.90   ,8.67   ,8.45
199803   ,5.69   ,7.20  ,10.62   ,7.63   ,9.85  ,12.32
199804   ,4.70   ,5.90   ,6.15   ,5.12   ,2.80   ,1.88
199805   ,4.37   ,3.94   ,5.96   ,2.75   ,3.79   ,3.94
199806  ,-2.68  ,-2.18  ,-3.87  ,-4.51  ,-1.16  ,-2.68
199807  ,-1.33  ,-0.43   ,2.24  ,-0.74   ,1.45   ,5.73
199808  ,-7.55  ,-7.14  ,-9.03 ,-11.37 ,-11.39 ,-12.52
199809  ,-2.58  ,-2.42  ,-3.53  ,-3.49  ,-3.55  ,-6.93
199810  ,-0.14   ,1.03   ,1.43   ,6.29   ,6.92   ,6.19
199811   ,0.27   ,1.38   ,5.49   ,1.75   ,3.74   ,4.67
199812  ,-0.15   ,0.73   ,1.44  ,-0.11   ,2.27   ,5.17
199901   ,0.53  ,-0.64   ,5.30  ,-0.47  ,-2.37   ,1.99
199902  ,-0.71  ,-0.53   ,3.57   ,0.34  ,-2.99  ,-2.98
199903   ,1.49   ,0.56  ,-0.18   ,4.80  ,-0.40  ,-3.05
199904   ,6.94   ,1.79   ,5.34   ,7.56   ,3.25   ,0.47
199905   ,0.72   ,0.62   ,8.99  ,-3.02  ,-2.59  ,-1.33
199906   ,1.62   ,1.34   ,6.27   ,2.26   ,0.89   ,2.60
199907   ,3.44   ,4.08  ,12.14   ,2.17   ,1.88   ,3.13
199908   ,1.40   ,1.58  ,12.15   ,0.78   ,1.48   ,1.56
199909   ,1.39   ,1.65   ,3.82  ,-0.03  ,-0.66   ,1.14
199910  ,-1.82  ,-0.74   ,5.12  ,-0.96  ,-0.85   ,2.94
199911  ,-0.61   ,1.78  ,11.93  ,-3.88   ,0.11   ,8.01
199912   ,5.48   ,5.81   ,7.47   ,5.57   ,7.18  ,10.78
200001   ,3.72   ,2.47   ,7.02 ,-10.46  ,-6.27  ,-2.31
200002   ,4.16   ,2.21   ,7.23   ,0.56   ,2.63  ,11.75
200003   ,3.32   ,1.43  ,-4.16   ,4.68   ,2.75  ,-5.57
200004  ,-4.62  ,-4.52 ,-13.07  ,-2.23  ,-3.49 ,-11.19
200005   ,2.24   ,2.92   ,1.54   ,6.08   ,2.83  ,-5.36
200006   ,1.63   ,2.20   ,1.09   ,2.48   ,2.35   ,1.59
200007  ,-1.96  ,-0.89  ,-2.29  ,-0.61   ,2.88   ,0.67
